Id,title,description,channel,duration,views
iXvM76E6Tlo,Quand l'invisible nous parle (avec la médium Anne Tuffigo),"Quand l'invisible nous parle avec Anne Tuffigo (médium spirite, auteure, conférencière)

Si elle découvre très jeune qu’elle a le don de communiquer avec les défunts, ce n’est qu’en 2004 – à la suite du décès de sa mère et alors qu’elle mène une brillante carrière de professeure de Lettres modernes – qu’elle décide de mettre ses capacités médiumniques au service des autres. Anne Tuffigo est aujourd'hui l'une des mediums les plus célèbres de France.

✨ Thèmes abordés : Communication avec les défunts, les guides, synchronicités, rêves et prémonitions...

📚 Les livres d'Anne Tuffigo :
- Ces âmes qui guident nos pas (Ed. Flammarion, 2018) :
https://amzn.to/3WYGZiJ

- Il suffit parfois d'un signe (Ed. Albin Michel, 2021) :
https://amzn.to/3CvPHgc

🌟 Liens web d'Anne Tuffigo :
Site : http://www.anne-medium.com/
Instagram : annemedium
Facebook : https://www.facebook.com/profile.php?id=100066846439435

------------------------------------------

🎁 Profitez de 7 jours offerts sur Gaia pour découvrir des milliers de films et programmes originaux sur l'éveil des consciences (en streaming illimité) :
https://bit.ly/essai_gratuit_ 

📩 Restez informés de nos prochaines émissions & recevez 4 audios gratuitement 🎁
http://bit.ly/ProchainesEmissions

-------------------------------------------

➕ Rejoignez notre Groupe Privé Telegram :
https://t.me/gaiameditation

➕ Rejoignez la Communauté Gaia Meditation sur Facebook :
https://bit.ly/GaiaMeditationCommunity

-------------------------------------------

00:00 - Compte à rebours

-------------------------------------------

Telegram : https://t.me/gaiameditation
Instagram : https://instagram.com/gaiameditation
Facebook : https://facebook.com/gaiameditation
Twitter : https://twitter.com/GaiaMeditation
TikTok : https://www.tiktok.com/@gaiameditation

Notre autre chaîne Youtube Gaia Meditation Healing Music : https://www.youtube.com/@gaiameditationhealingmusic/

🌎 Site Internet : https://www.gaiameditation.com/fr/

-------------------------------------------

👕👚 NOS COLLECTIONS DE T-SHIRTS :
https://merch.gaiameditation.com/

-------------------------------------------

Informations légales :

• La vidéo et la description contiennent des liens d'affiliation; si vous cliquez sur l'un des liens de produit(s) proposé(s), nous percevons une petite commission. Nous ne suggérons aucun article que ne n'avons pas vérifié et/ou utilisé personnellement.
• Toute image utilisée dans la vignette d'aperçu, ainsi que toutes les images et toutes les séquences vidéo d'illustration contenues dans la vidéo en elle-même, sont utilisées en accord avec les droits d'utilisation appropriés, avec les permissions et les licences requises de Videoblocks.com, Shutterstock.com, Freepik.com, Pexels.com, Pixabay.com, dans le respect des règles du Programme Partenaire Youtube, du règlement de la Communauté et des Conditions Générales d'Utilisation Youtube.

Copyright © 2023 Gaia Meditation. Tous droits réservés.

-------------------------------------------

#annetuffigo #médiumnité #gaiameditation",Gaia Meditation,PT1H44M53S,83557
MXyKLYpjshQ,"L' origine de nos mal-être profonds liés à nos ancêtres et à l""invisible - Anne Deligné","Grâce à l'hypnose spirituelle et à la transe médiumnique, l'auteure nous invite à comprendre le phénomène de la réincarnation pour libérer les blocages qui limitent notre épanouissement.
Son nouveau livre ""Mes vies antérieures, mes ancêtres et moi"" n'a pas vocation d'apporter les preuves de la vie après la mort, des expériences de mort imminente, de communication avec les défunts et autres êtres, de visions de fantômes, d'écriture automatique, de trans-communication, ni celle de l'existence de vies antérieures ou de la réincarnation, une littérature abondante existe sur ces sujets. Il élabore un ensemble de théories et pratiques développées au travers de témoignages. 

Anne Deligné s'appuie sur les analyses d'auteurs, scientifiques ou journalistes scientifiques, pour confirmer et éclairer davantage ses propos et les expériences vécues décrites au cours des chapitres. Au fil des pages, le lecteur prendra conscience de ce qui pourrait le tourmenter depuis l'invisible, parfois depuis des temps immémoriaux. Rechercher l'origine de certains mal-être profonds, dans des mondes énergétiques différents est souvent salvateur. Cela participe à voir sa propre capacité de guérison et l'importance du moment présent. Chacun discerne alors son libre-arbitre, découvre sa raison de vivre, et devient lui-même.

Ingénieur de formation, Anne Deligné s'est toujours intéressée à l'ésotérisme. Elle se forme en radiesthésie, en hypnothérapie, et en techniques de dégagement spirituel, dans le but d'apporter une aide aux personnes sous emprise. Elle est l'auteure de L'emprise des âmes, chez le même éditeur. Aujourd'hui, elle est passeuse d'âmes. Elle vit à Bruxelles. 
Son site www.presences.be

LA TÉLÉ DE LILOU  © 2021 http://www.lateledelilou.com 
La Librairie de Lilou http://www.lalibrairiedeLilou.com   

Telegram : https://t.me/lateledelilou  
Facebook http://ww.facebook.com/frlilou 
Instagram http://www.instagram.com/liloumace 
Les Oeufs de Lilou http://www.lesoeufsdelilou.com 
Le Coaching de Lilou http://www.lecoachingdeLilou.com",La Télé de Lilou Macé,PT36M44S,128855
ayiAtp6vWJI,Olivier Delacroix (Libre antenne) - Volée de 89 000€ par son fils,"Chaque soir, Olivier Delacroix vous ouvre la Libre antenne. Pas de jugements ni de tabous, une conversation franche, mais aussi des réponses aux questions que les auditeurs se posent. Un moment d'échange et de partage propice à la confidence pour repartir le cœur plus léger.",Europe 1,PT24M13S,48479
ntlD84LQ_gE,"Milan Kundera, l'odyssée du plus tchèque des écrivains français","Comment résumer le parcours et l'œuvre de Milan Kundera, immense écrivain qui a traversé l'histoire européenne du XXe siècle ? La documentariste Jarmila Buzková et l'autrice Frédérique Leichter-Flack évoquent cette figure majeure de la littérature, de Prague à Paris.

#milankundera #litterature #bookclubculture 

____________
Venez participer au Book club, on vous attend par ici 👉 https://www.instagram.com/bookclubculture_ 
Et sur les réseaux sociaux avec le hashtag #bookclubculture

Retrouvez votre rendez-vous littéraire quotidien 👉 https://youtube.com/playlist?list=PLKpTasoeXDrqL4fBA4UoUgqvApxm5Vrqv  
ou sur le site 👉 https://www.radiofrance.fr/franceculture/podcasts/bienvenue-au-book-club-part-2

Suivez France Culture sur :
Facebook : https://fr-fr.facebook.com/franceculture
Twitter : https://twitter.com/franceculture
Instagram : https://www.instagram.com/franceculture
TikTok : https://www.tiktok.com/@franceculture 
Twitch : https://www.twitch.tv/franceculture",France Culture,PT35M6S,8404
cbQog6MBaHI,L'énergie vitale. Apprivoiser le fluide régénérateur de la nature - Thierry Gautier,"Géobiologue et sourcier, Thierry Gautier est un spécialiste reconnu de la pollution électromagnétique et des influences invisibles de l’habitat depuis plus de 30 ans. Il anime de nombreuses conférences et collabore avec des magazines sur la santé ou l’habitat écologique. Il a publié plusieurs ouvrages dont Le Guide du chercheur d’eau (Editions Trédaniel), L’énergie des lieux sacrés (Editions Ouest France) et Votre maison est-elle nocive (Editions Ouest France). Il est également artisan spécialisé dans la fabrication de baguettes et de pendules pour sourciers, géobiologues et radiesthésistes.

Nous sommes entourés d’une énergie invisible, source de vie incroyable. Cette force vitale insuffle la vie aux hommes, aux arbres, aux fleurs, aux animaux et à tous les organismes vivants sur la Terre. Notre mode de vie moderne nous a malheureusement coupés de cette énergie. Saviez-vous que le manque de dynamisme, les blocages, certaines maladies, mais aussi les échecs, la malchance et le repli sur soi, peuvent être les symptômes d’une forte carence en énergie vitale ?

Dans cet ouvrage,  vous apprendrez à vous recharger auprès des arbres et à leur parler, à choisir des aliments énergisants et à dynamiser les aliments faibles, à travailler dans une ambiance énergétique constructive, à vous protéger des voleurs d’énergie, à appréhender l’énergie vibratoire d’un lieu…

DÉPLOYEZ VOTRE ÉNERGIE VITALE
Thierry GAUTIER -Éditions LEDUC
GUIDE – livre broché – 224 pages
28 illustrations – format 150 x 210
Le livre indispensable pour mieux capter le fluide vital qui vous entoure et le préserver.

Pour plus d'information sur Thierry Gautier https://www.conscienceverte.fr

Ses stages https://www.conscienceverte.fr/categorie-produit/stages-cours/ 

Livres de Thierry Gautier https://www.conscienceverte.fr/categorie-produit/livres/ 

Instruments de détection https://www.conscienceverte.fr/categorie-produit/instruments-de-detection/ 

LILOU PRODUCTION  © 2023 http://www.liloumace.com 
La télé de Lilou (interviews) http://www.lateledelilou.com 
La librairie de Lilou (boutique) http://www.lalibrairiedelilou.com
Telegram : https://t.me/lateledelilou  
Facebook http://ww.facebook.com/frlilou 
Instagram http://www.instagram.com/liloumace",La Télé de Lilou Macé,PT50M27S,78841
hOzXlv73F4Y,"Georges CHELON : ""Ça me gonfle, on va dans le mur""","Tous les jours, à 18h50 (heure de Paris), Patrick Simonin reçoit les personnalités qui font l'actualité sur TV5MONDE.

Retrouvez toutes les émissions sur http://www.tv5monde.com/linvite

L'Invité est sur les réseaux sociaux : 
Facebook : https://www.facebook.com/LInvite-166784776680731/
Twitter : https://twitter.com/PatrickSimonin

L'Invité sur TV5MONDE, c'est tous les jours : 
France / Belgique / Suisse : 18H50 heure de Paris.
Europe : 18h30 heure de Paris.
Afrique : 17h50 heure de Dakar.
Maghreb/Orient : 20h20 heure de Beyrouth.
Asie : 08h20 heure de Bangkok
Pacifique :  12h20 heure de Tokyo.
Etats Unis : 13h45 heure de New York.
Amérique Latine: 14h45 heure de Buenos Aires",L'invité,PT21M11S,42006
te5ewbJ8SJs,PODCAST | La vérité sur le sommeil,"Rencontre avec le Pr Pierre Philip

On ne parle pas assez du sommeil. Pourtant savoir dormir est aussi important que bien s’alimenter ou avoir une activité physique. Selon l'Institut National du Sommeil et de la Vigilance, 36 % des Français souffriraient de troubles du sommeil. Il est donc d’utilité publique que de se pencher sur le sujet.
Le Professeur Pierre Philip, psychiatre et spécialiste du sommeil et professeur et chef du service universitaire de médecine du sommeil au CHU de Bordeaux, donne les fondamentaux de la partie de notre journée qui nous permet de profiter du reste et surtout qui agit sur notre santé globale.

Mieux dormir pour aller mieux, voici peut-être notre nouvel ordre de mission !

A lire : Réapprenez à dormir du Pr Pierre Philip (Editions Albin Michel)
A retrouver sur Instagram : @pr.philip

Retrouvez-nous également sur : 

📷 Notre compte Instagram : https://www.instagram.com/vitaliseur/
🌐 Notre site internet  : https://vitaliseurdemarion.fr/fr/officiel/articles
👨‍💻 Notre page Facebook : https://www.facebook.com/vitaliseurdemarion/",Marion Kaplan & Vitaliseur de Marion,PT38M10S,7418
o3gmdM3ix9k,Les secrets des agents secrets - ITW Jean-Marc Gadoullet -  #Actuality,"Jean-Marc Gadoullet a appartenu pendant 15 ans à l'unité d'elite du service Action de la Direction Générale de la Sécurité Intérieure (DGSE). A travers ses différentes missions, l'agent secret a du changer d'identité, mentir et parfois tuer. Il a participé à la libération de plusieurs otages, a été décoré par la croix de guerre et la légion d'honneur. Dans Actuality, il dévoile son quotidien d'espion dont il fait le récit dans sont livre ""Agent secret. Confidences explosives d'un maître espion de la DGSE"". 

Actuality présenté par Thomas Thouroude du lundi au vendredi à 17H50 en direct et en public sur France 2.

Toutes les infos sur notre site : france2.fr/actuality 
Suivez-nous sur Twitter : https://twitter.com/Actuality
Abonnez-vous à notre page Facebook : https://www.facebook.com/Actuality-1345257115535940/
Entrez dans les coulisses de l'émission grâce à nos comptes Instagram et Snapchat : @actualityf2",AcTualiTy,PT13M20S,225887
jXIsfYjFqKU,Savoir dire non | Psycho | ARTE,"Les petites stratégies pour inciter autrui à nous contenter sont nombreuses : ""Allez, s'il te plaît…"", ""Comment ferais-je sans toi ?"", ""Tu es la meilleure…"" Ce faisant, on se préoccupe peu de l'autre, qui finit par s'épuiser à tout accepter. Comment faire pour que les relations soient plus équilibrées ? Cet épisode donne la parole à quatre personnes qui s'entraînent à dire ""non"".

La politesse de Rebekah a longtemps empêché d'exprimer le moindre refus ; Jenny travaille aux urgences d'un hôpital et culpabilise dès qu'elle dit ""non"" ; Phuong a grandi dans un foyer où l'autorité du père ne pouvait pas être contredite ; et Bastian fait passer le bonheur de ses amis avant toute chose. 

Dans le vif du sujet 
Comment parler avec légèreté des affections dites ""psychiques"", qu'il s'agisse de la dépression ou de l'addiction, mais aussi de difficultés existentielles causées par un deuil ou une séparation, sans nier pour autant la souffrance et la solitude qui les accompagnent ? Psycho y parvient en vingt-six minutes aussi concrètes que riches, au moment où la pandémie de Covid-19 a brutalement mis en évidence le profond mal-être des sociétés occidentales, débordées par l'explosion des demandes de prise en charge. Montage alerte, approche ludique et sensible, intelligence du propos : en donnant la parole aux premiers concernés et à des spécialistes ""psy"", en France et en Allemagne, ces dix épisodes nous plongent dans la réalité du trouble psychique, afin, peut-être, de mieux l'accepter en nous-mêmes ou chez les autres.

Disponible jusqu'au 30/06/2026

#Société #Psychologie #arte 

Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT25M54S,59065
xK-YomaE8Go,Quand le corps s'exprime | ARTE,"Le corps communique de façon parfois plus éloquente que les paroles. Les expressions du visage et les postures expriment  la colère, la joie, la peur... de manière instinctive et universelle. Scientifiques et comportementalistes travaillent à mieux comprendre et décrypter le langage corporel qui nous en dit beaucoup sur nous et nos relations avec les autres.

Disponible jusqu'au 31/03/2023

#Langage #Sciences #ARTE 

Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT52M3S,387330
OEXedoyp0_k,Les troubles du spectre autistique | Psycho | ARTE,"Une série documentaire qui explore le trouble et la souffrance psychiques. Dans cet épisode, des personnes autistes expriment avec force ce que signifie leur différence, si souvent objet de rejet, infirmant au passage nombre d'idées reçues sur les troubles du spectre autistique (TSA). 

Quand quelqu'un la regarde dans les yeux, Christine, qui vit en Allemagne et se présente comme ""autiste et handicapée"", a l'impression qu'on ""regarde au plus profond de [son] être"" ; et dans l'ensemble des sons, qu'elle perçoit avec une acuité extrême, son cerveau ne parvient pas à ""sélectionner ce qu'[elle veut] écouter"". Le monde extérieur représente d'abord pour elle un désordre et un débordement anxiogènes. ""Pourquoi est-ce que je ne comprends pas les gens ?"", s'est longtemps demandé Charlotte, doctorante à l'université de Toulouse, en essayant sans succès d'imiter des comportements illisibles pour elle afin de se ""faire des amis"".
 
Dans le vif du sujet 
Comment parler avec légèreté des affections dites ""psychiques"", qu'il s'agisse de la dépression ou de l'addiction, mais aussi de difficultés existentielles causées par un deuil ou une séparation, sans nier pour autant la souffrance et la solitude qui les accompagnent ? Psycho y parvient en vingt-six minutes aussi concrètes que riches, au moment où la pandémie de Covid-19 a brutalement mis en évidence le profond mal-être des sociétés occidentales, débordées par l'explosion des demandes de prise en charge. Montage alerte, approche ludique et sensible, intelligence du propos : en donnant la parole aux premiers concernés et à des spécialistes ""psy"", en France et en Allemagne, ces dix épisodes nous plongent dans la réalité du trouble psychique, afin, peut-être, de mieux l'accepter en nous-mêmes ou chez les autres.

Série documentaire (2022, 27mn)

Disponible jusqu'au 30/06/2026
Rendez-vous le 12/02/2023 pour le prochain épisode ! 

#Autisme #Psychologie  #Arte 

Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT26M16S,123741
